Date,cloud_cover,ndci_mean,EO_Chlorophyll_A,EO_Turbidity,EO_Total_Suspended_Matter,source,EO_Surface_Temp,Is_EO_Actual,Is_Study_Actual
2023-06-30,17.9,0.3811521828174591,27.027793884277344,9.4754056930542,5.278456211090088,sentinel2_sh,21.966044340902325,1,0
2023-07-10,10.22,0.4078640341758728,29.9410400390625,9.456814765930176,5.305814266204834,sentinel2_sh,21.479896823714036,1,0
2023-07-15,3.53,0.447697103023529,30.629404067993164,8.629478454589844,5.151961803436279,sentinel2_sh,22.33513241895327,1,0
2023-07-17,15.77,0.1785340309143066,16.51706314086914,11.850302696228027,6.101605415344238,sentinel2_sh,22.38936454940458,1,0
2023-08-04,4.12,0.470670998096466,31.332380294799805,8.414386749267578,5.0970611572265625,sentinel2_sh,19.951737966803677,1,0
2023-08-14,0.07,0.5348414778709412,37.14242172241211,7.825596809387207,5.056475639343262,sentinel2_sh,19.265160631255757,1,0
2023-08-21,15.26,0.2190481126308441,17.686172485351562,11.63332748413086,5.563868999481201,sentinel2_sh,19.095922131967743,1,0
2023-08-26,2.65,0.4880742728710174,33.25469207763672,8.971832275390625,5.091583728790283,sentinel2_sh,18.16125342647194,1,0
2023-09-08,7.48,0.518333375453949,35.854618072509766,8.678691864013672,5.061233997344971,sentinel2_sh,16.18434811343809,1,0
2023-09-10,3.88,0.4929685592651367,33.93643951416016,8.867389678955078,5.085956573486328,sentinel2_sh,15.40875052151749,1,0
2023-09-13,16.47,0.439491719007492,29.201417922973636,9.396217346191406,5.1462883949279785,sentinel2_sh,15.725924399637355,1,0
2023-09-18,13.85,0.4689992070198059,31.7254695892334,9.166772842407228,5.103509902954102,sentinel2_sh,14.729460736471685,1,0
2023-09-30,4.86,0.3718906044960022,25.730371475219727,10.783592224121094,5.337071418762207,sentinel2_sh,11.986699504042814,1,0
2023-10-03,16.54,0.3405505120754242,22.35025405883789,11.287057876586914,5.131840705871582,sentinel2_sh,11.903528688944357,1,0
2023-10-05,16.69,0.5217058062553406,36.640750885009766,9.42112636566162,5.069214820861816,sentinel2_sh,11.16239242192758,1,0
2023-10-18,0.11,0.4786510467529297,32.09099578857422,11.900909423828123,5.083265781402588,sentinel2_sh,7.820763405519888,1,0
2023-11-09,10.54,0.1824107766151428,3034.6640625,16.810192108154297,5.491418361663818,sentinel2_sh,4.169473630691942,1,0
2023-12-19,12.16,0.334575355052948,634381.125,21766.0,5.0946245193481445,sentinel2_sh,-1.7220174559596777,1,0
2024-01-11,1.9,0.1892784535884857,224254.515625,25233.056640625,5.212011814117432,sentinel2_sh,-1.551774984222566,1,0
2024-01-31,0.0,0.1103301644325256,38075.4296875,389.7987060546875,5.363731861114502,sentinel2_sh,-1.1554631584434867,1,0
2024-02-15,0.0,0.2496277391910553,350193.03125,741166.8125,5.2272539138793945,sentinel2_sh,0.2912357601312507,1,0
2024-02-17,0.01,0.2204549759626388,118143.65625,117351.46875,5.177352428436279,sentinel2_sh,0.2959850149487231,1,0
2024-02-22,19.15,0.1682007908821106,15.293496131896973,12116.212890625,5.20928955078125,sentinel2_sh,1.9275422097860664,1,0
2024-02-27,3.3,0.1803845912218094,15.32424545288086,23.216846466064453,5.169600963592529,sentinel2_sh,1.983119840058259,1,0
2024-03-21,5.73,0.1641868948936462,14.80072021484375,19.755542755126957,5.186516284942627,sentinel2_sh,5.930600148610074,1,0
2024-03-23,18.21,0.1984909474849701,5593.93701171875,4709.39013671875,5.177568912506104,sentinel2_sh,6.362144030188578,1,0
2024-03-26,3.22,0.1837980449199676,146.940185546875,22.15304183959961,5.153850555419922,sentinel2_sh,7.402081400705272,1,0
2024-04-10,9.03,0.2941347062587738,20.12516593933105,14.618735313415527,5.142505645751953,sentinel2_sh,10.389282306052054,1,0
2024-04-12,14.85,0.3501202464103699,23.60630416870117,12.932531356811523,5.164972305297852,sentinel2_sh,10.82580231247704,1,0
2024-04-30,9.3,0.5585429072380066,43.0325813293457,7.575243949890137,5.081113815307617,sentinel2_sh,14.4595239676204,1,0
2024-05-27,17.2,0.5321300625801086,37.3696517944336,7.609641075134277,5.075031280517578,sentinel2_sh,19.89582807600306,1,0
2024-06-16,16.99,0.4081563055515289,28.32195281982422,8.988489151000977,5.176857948303223,sentinel2_sh,20.848447944407308,1,0
2024-06-19,19.15,0.3987380862236023,25.220537185668945,9.383074760437012,5.093881130218506,sentinel2_sh,21.022151330766977,1,0
2024-06-21,12.62,0.5157402753829956,34.40667724609375,9.076725959777832,5.079549789428711,sentinel2_sh,21.005791831417906,1,0
2024-07-06,12.35,0.5370915532112122,37.427955627441406,7.584221363067627,5.063235282897949,sentinel2_sh,22.28921476515452,1,0
2024-07-09,7.06,0.5142951011657715,34.7941780090332,8.26292610168457,5.069451332092285,sentinel2_sh,22.564375023194728,1,0
2024-07-11,5.84,0.4324888586997986,28.159284591674805,9.30058765411377,5.127184867858887,sentinel2_sh,21.93758163942085,1,0
2024-07-14,7.06,0.4376923441886902,27.98265647888184,9.502493858337402,5.094071865081787,sentinel2_sh,21.539828582568777,1,0
2024-07-16,18.77,0.1434002071619033,14.611872673034668,12.495450019836426,6.035135269165039,sentinel2_sh,21.506841583363354,1,0
2024-07-29,6.68,0.5068274140357971,33.75114822387695,8.552196502685547,5.062775135040283,sentinel2_sh,21.638430114597398,1,0
2024-07-31,0.01,0.5034224987030029,33.769813537597656,8.814737319946289,5.073132038116455,sentinel2_sh,21.540314258057474,1,0
2024-08-13,9.68,0.2591279745101928,19.67557144165039,11.75268840789795,5.531270980834961,sentinel2_sh,20.187827518839512,1,0
2024-08-15,0.04,0.5207977890968323,37.62116622924805,8.596700668334961,5.066352844238281,sentinel2_sh,19.34500450220699,1,0
2024-08-20,15.05,0.4932133555412292,33.68816375732422,9.250320434570312,5.072744846343994,sentinel2_sh,19.14808259191746,1,0
2024-08-23,10.17,0.4964973330497741,33.232940673828125,9.323780059814451,5.062747001647949,sentinel2_sh,18.670465868681905,1,0
2024-09-02,6.28,0.4467700719833374,28.656049728393555,10.513397216796877,5.081174850463867,sentinel2_sh,17.162767325874185,1,0
2024-09-04,16.89,0.444233238697052,28.630407333374023,10.63650131225586,5.088571071624756,sentinel2_sh,17.150785537896212,1,0
2024-09-22,2.1,0.46169513463974,29.99002265930176,10.15624713897705,5.077674865722656,sentinel2_sh,13.47456587677793,1,0
2024-09-24,13.18,0.4784822762012481,32.32261657714844,10.057852745056152,5.077558994293213,sentinel2_sh,13.303722947307174,1,0
2024-09-27,2.48,0.457001119852066,1147.4306640625,9.807085990905762,5.123581409454346,sentinel2_sh,12.393864212267363,1,0
