Date,EO_Chlorophyll_A,EO_Turbidity,EO_Surface_Temp,EO_Total_Suspended_Matter
2026-01-01,1.7644808471908386,3.9735119514392876,-1.9013414092380743,9.021929403496477
2026-01-06,2.116024968678818,5.56894577609574,-0.5066124481303782,13.603641766491835
2026-01-11,1.2759578292513378,3.901277722115163,-1.913631827228584,8.775773880935345
2026-01-16,1.2962681128117224,6.8911218873229805,-2.767950714343451,3.8856263944664384
2026-01-21,1.640777889373782,6.433011263664806,-0.21105602079822394,6.975741067247788
2026-01-26,1.8932764241440765,3.4265537772813897,-0.9359078754182096,4.3876242369224325
2026-01-31,2.155453782799002,5.257356426431533,-2.1677463572768163,8.945459547876073
2026-02-05,2.737678108474776,4.768063924377721,-0.8941148355981904,10.055255137568656
2026-02-10,2.42882981160101,5.852947336298523,-1.073423351715092,15.029311936825849
2026-02-15,1.9200307350182864,2.352614809129843,-0.9991327890604551,10.980782121292489
2026-02-20,1.9904918960486555,4.829077189997658,1.9625124951729793,9.342698413573407
2026-02-25,1.4987353176810956,5.387636730274382,3.664783433786127,12.488216743550467
2026-03-02,1.990743432003805,1.1618907703653285,1.1368714448904493,3.366594072976344
2026-03-07,1.8556706805399308,2.025112231001337,3.9337454786791355,10.706843674325699
2026-03-12,2.161359280169045,0.7411517333598487,3.604551349488712,12.3125955816609
2026-03-17,1.5863845282238385,3.395889748333163,4.695018745763628,5.564241262660476
2026-03-22,2.259673257120586,4.876313383693944,5.552370135452758,13.431262129620787
2026-03-27,2.766369456501289,6.053535578144042,6.271936038248782,11.015489222483243
2026-04-01,1.9456199257715712,3.9111421706296627,8.196815779973454,8.754136258297596
2026-04-06,2.2008558610494706,6.2429233183569375,8.343420761961124,11.898345598318855
2026-04-11,2.345071995855556,1.7298478126776629,10.477017099649855,16.81207857341319
2026-04-16,1.799389764057082,1.2449263409672677,11.186982259920082,10.545598765175486
2026-04-21,2.1120462409052085,3.7166784516550715,12.019772471252521,10.744661758901008
2026-04-26,2.0062962003908975,4.376098173408961,12.355934228367667,8.621917301379268
2026-05-01,2.048838049274416,3.7509578778588604,13.667342135548127,7.4504668916056245
2026-05-06,1.6134951080722668,0.6988368499401849,15.94869833643093,12.491007449632736
2026-05-11,2.0122550871294713,3.6663199407308174,16.604968513849634,7.4317485222733985
2026-05-16,2.248999145622725,1.84329574924272,15.99204803664706,10.214698711658178
2026-05-21,2.725571803897521,4.804508823245057,17.882887037849002,8.56702765970465
2026-05-26,2.4796354130426033,4.349897369145272,19.291266590753086,11.436939477239175
2026-05-31,3.0765912287557784,2.390180320508967,17.563572641485884,11.000986315860844
2026-06-05,5.43949680251789,5.81587952561989,20.401078832008906,13.112619832773698
2026-06-10,5.509478285548743,3.7407889341738167,19.746852497809314,8.46995080343576
2026-06-15,3.801710103128122,5.212946000046715,21.45476442222479,9.190375194119886
2026-06-20,4.79982269454522,6.720650937196856,20.51501353876023,7.063708852653078
2026-06-25,4.260066158032296,3.920453310880612,19.78399715119374,8.667120219771665
2026-06-30,6.249160604199005,5.983889567314795,20.186143363141944,11.131901479134557
2026-07-05,4.440712325914384,4.217782569001221,21.999112900427534,12.270965849936056
2026-07-10,2.4349091847269904,3.8372612809862874,22.259611378555764,7.233504027467124
2026-07-15,4.491379425073675,5.123077824960164,21.055590195945634,12.608817760316981
2026-07-20,4.3477100994754805,3.4754241308040563,22.469970258343338,14.066913576414853
2026-07-25,2.3783102502965323,4.113103150640645,19.953733334019812,11.240304709671102
2026-07-30,5.116583121370768,3.5563982749626755,21.247053922037733,15.630387437674198
2026-08-04,5.707150889399266,8.119599090664156,19.716239361368135,7.678632402689281
2026-08-09,6.171418283906443,6.104891822248938,19.808639716709703,6.266035890065749
2026-08-14,6.560504267114144,2.9249268338146153,19.96364905600333,4.663839253287164
2026-08-19,5.677357693873578,6.166723292062564,18.438195131120537,14.488132934467549
2026-08-24,4.977070895198422,5.75455052171257,18.227567419881716,11.963096969062173
2026-08-29,3.2333574877480085,3.9318504844960906,18.868169095723463,9.833245987268635
2026-09-03,2.915729382927177,4.721250050065137,16.476531157986532,10.839905878959462
2026-09-08,2.5897200603606434,4.936261565070957,17.02844080425538,6.623532858104871
2026-09-13,1.7654121739476476,3.0042482785842086,14.156518557548322,17.33725593885048
2026-09-18,1.1434327354545613,2.93627263903298,14.870368946672494,10.387663545925683
2026-09-23,2.676936187082706,3.3874224542725337,14.80433672304849,10.328184383814678
2026-09-28,1.942730077373691,0.3471182528966228,9.888430177395627,12.177299871696075
2026-10-03,2.618908155986731,1.5272134067021712,10.543012829989864,11.443027695210139
2026-10-08,1.2027861706028165,5.8503114011667865,10.886893409906136,10.671652072837395
2026-10-13,1.7003124885231136,6.267451570251925,9.074395285567494,7.628576633664064
